p, k, repitition, day
0.000000,0.760000,31,0,5
0.000000,0.760000,31,1,5
0.000000,0.760000,31,2,5
0.000000,0.760000,31,3,5
0.000000,0.760000,31,4,5
0.000000,0.760000,31,5,5
0.000000,0.760000,31,6,5
0.000000,0.760000,31,7,5
0.000000,0.760000,31,8,5
0.000000,0.760000,31,9,5
0.000000,0.770000,31,0,5
0.000000,0.770000,31,1,5
0.000000,0.770000,31,2,5
0.000000,0.770000,31,3,5
0.000000,0.770000,31,4,5
0.000000,0.770000,31,5,5
0.000000,0.770000,31,6,5
0.000000,0.770000,31,7,5
0.000000,0.770000,31,8,5
0.000000,0.770000,31,9,5
0.000000,0.780000,31,0,5
0.000000,0.780000,31,1,5
0.000000,0.780000,31,2,5
0.000000,0.780000,31,3,5
0.000000,0.780000,31,4,5
0.000000,0.780000,31,5,5
0.000000,0.780000,31,6,5
0.000000,0.780000,31,7,5
0.000000,0.780000,31,8,5
0.000000,0.780000,31,9,5
0.000000,0.790000,31,0,5
0.000000,0.790000,31,1,5
0.000000,0.790000,31,2,5
0.000000,0.790000,31,3,5
0.000000,0.790000,31,4,5
0.000000,0.790000,31,5,5
0.000000,0.790000,31,6,5
0.000000,0.790000,31,7,5
0.000000,0.790000,31,8,5
0.000000,0.790000,31,9,5
0.000000,0.800000,31,0,5
0.000000,0.800000,31,1,5
0.000000,0.800000,31,2,5
0.000000,0.800000,31,3,5
0.000000,0.800000,31,4,5
0.000000,0.800000,31,5,5
0.000000,0.800000,31,6,5
0.000000,0.800000,31,7,5
0.000000,0.800000,31,8,5
0.000000,0.800000,31,9,5
0.000000,0.810000,31,0,5
0.000000,0.810000,31,1,5
0.000000,0.810000,31,2,5
0.000000,0.810000,31,3,5
0.000000,0.810000,31,4,5
0.000000,0.810000,31,5,5
0.000000,0.810000,31,6,5
0.000000,0.810000,31,7,5
0.000000,0.810000,31,8,5
0.000000,0.810000,31,9,5
0.000000,0.820000,31,0,5
0.000000,0.820000,31,1,5
0.000000,0.820000,31,2,5
0.000000,0.820000,31,3,5
0.000000,0.820000,31,4,5
0.000000,0.820000,31,5,5
0.000000,0.820000,31,6,5
0.000000,0.820000,31,7,5
0.000000,0.820000,31,8,5
0.000000,0.820000,31,9,5
0.000000,0.830000,31,0,5
0.000000,0.830000,31,1,5
0.000000,0.830000,31,2,5
0.000000,0.830000,31,3,5
0.000000,0.830000,31,4,5
0.000000,0.830000,31,5,5
0.000000,0.830000,31,6,5
0.000000,0.830000,31,7,5
0.000000,0.830000,31,8,5
0.000000,0.830000,31,9,5
0.000000,0.840000,31,0,5
0.000000,0.840000,31,1,5
0.000000,0.840000,31,2,5
0.000000,0.840000,31,3,5
0.000000,0.840000,31,4,5
0.000000,0.840000,31,5,5
0.000000,0.840000,31,6,5
0.000000,0.840000,31,7,5
0.000000,0.840000,31,8,5
0.000000,0.840000,31,9,5
0.000000,0.850000,31,0,5
0.000000,0.850000,31,1,5
0.000000,0.850000,31,2,5
0.000000,0.850000,31,3,5
0.000000,0.850000,31,4,5
0.000000,0.850000,31,5,5
0.000000,0.850000,31,6,5
0.000000,0.850000,31,7,5
0.000000,0.850000,31,8,5
0.000000,0.850000,31,9,5
0.000000,0.860000,31,0,5
0.000000,0.860000,31,1,5
0.000000,0.860000,31,2,5
0.000000,0.860000,31,3,5
0.000000,0.860000,31,4,5
0.000000,0.860000,31,5,5
0.000000,0.860000,31,6,5
0.000000,0.860000,31,7,5
0.000000,0.860000,31,8,5
0.000000,0.860000,31,9,5
0.000000,0.870000,31,0,5
0.000000,0.870000,31,1,5
0.000000,0.870000,31,2,5
0.000000,0.870000,31,3,5
0.000000,0.870000,31,4,5
0.000000,0.870000,31,5,5
0.000000,0.870000,31,6,5
0.000000,0.870000,31,7,5
0.000000,0.870000,31,8,5
0.000000,0.870000,31,9,5
0.000000,0.880000,31,0,5
0.000000,0.880000,31,1,5
0.000000,0.880000,31,2,5
0.000000,0.880000,31,3,5
0.000000,0.880000,31,4,5
0.000000,0.880000,31,5,5
0.000000,0.880000,31,6,5
0.000000,0.880000,31,7,5
0.000000,0.880000,31,8,5
0.000000,0.880000,31,9,5
0.000000,0.890000,31,0,5
0.000000,0.890000,31,1,5
0.000000,0.890000,31,2,5
0.000000,0.890000,31,3,5
0.000000,0.890000,31,4,5
0.000000,0.890000,31,5,5
0.000000,0.890000,31,6,5
0.000000,0.890000,31,7,5
0.000000,0.890000,31,8,5
0.000000,0.890000,31,9,5
0.000000,0.900000,31,0,5
0.000000,0.900000,31,1,5
0.000000,0.900000,31,2,5
0.000000,0.900000,31,3,5
0.000000,0.900000,31,4,5
0.000000,0.900000,31,5,5
0.000000,0.900000,31,6,5
0.000000,0.900000,31,7,5
0.000000,0.900000,31,8,5
0.000000,0.900000,31,9,5
0.000000,0.910000,31,0,5
0.000000,0.910000,31,1,5
0.000000,0.910000,31,2,5
0.000000,0.910000,31,3,5
0.000000,0.910000,31,4,5
0.000000,0.910000,31,5,5
0.000000,0.910000,31,6,5
0.000000,0.910000,31,7,5
0.000000,0.910000,31,8,5
0.000000,0.910000,31,9,5
0.000000,0.920000,31,0,5
0.000000,0.920000,31,1,5
0.000000,0.920000,31,2,5
0.000000,0.920000,31,3,5
0.000000,0.920000,31,4,5
0.000000,0.920000,31,5,5
0.000000,0.920000,31,6,5
0.000000,0.920000,31,7,5
0.000000,0.920000,31,8,5
0.000000,0.920000,31,9,5
0.000000,0.930000,31,0,5
0.000000,0.930000,31,1,5
0.000000,0.930000,31,2,5
0.000000,0.930000,31,3,5
0.000000,0.930000,31,4,5
0.000000,0.930000,31,5,5
0.000000,0.930000,31,6,5
0.000000,0.930000,31,7,5
0.000000,0.930000,31,8,5
0.000000,0.930000,31,9,5
0.000000,0.940000,31,0,5
0.000000,0.940000,31,1,5
0.000000,0.940000,31,2,5
0.000000,0.940000,31,3,5
0.000000,0.940000,31,4,5
0.000000,0.940000,31,5,5
0.000000,0.940000,31,6,5
0.000000,0.940000,31,7,5
0.000000,0.940000,31,8,5
0.000000,0.940000,31,9,5
0.000000,0.950000,31,0,5
0.000000,0.950000,31,1,5
0.000000,0.950000,31,2,5
0.000000,0.950000,31,3,5
0.000000,0.950000,31,4,5
0.000000,0.950000,31,5,5
0.000000,0.950000,31,6,5
0.000000,0.950000,31,7,5
0.000000,0.950000,31,8,5
0.000000,0.950000,31,9,5
0.000000,0.960000,31,0,5
0.000000,0.960000,31,1,5
0.000000,0.960000,31,2,5
0.000000,0.960000,31,3,5
0.000000,0.960000,31,4,5
0.000000,0.960000,31,5,5
0.000000,0.960000,31,6,5
0.000000,0.960000,31,7,5
0.000000,0.960000,31,8,5
0.000000,0.960000,31,9,5
0.000000,0.970000,31,0,5
0.000000,0.970000,31,1,5
0.000000,0.970000,31,2,5
0.000000,0.970000,31,3,5
0.000000,0.970000,31,4,5
0.000000,0.970000,31,5,5
0.000000,0.970000,31,6,5
0.000000,0.970000,31,7,5
0.000000,0.970000,31,8,5
0.000000,0.970000,31,9,5
0.000000,0.980000,31,0,5
0.000000,0.980000,31,1,5
0.000000,0.980000,31,2,5
0.000000,0.980000,31,3,5
0.000000,0.980000,31,4,5
0.000000,0.980000,31,5,5
0.000000,0.980000,31,6,5
0.000000,0.980000,31,7,5
0.000000,0.980000,31,8,5
0.000000,0.980000,31,9,5
0.000000,0.990000,31,0,5
0.000000,0.990000,31,1,5
0.000000,0.990000,31,2,5
0.000000,0.990000,31,3,5
0.000000,0.990000,31,4,5
0.000000,0.990000,31,5,5
0.000000,0.990000,31,6,5
0.000000,0.990000,31,7,5
0.000000,0.990000,31,8,5
0.000000,0.990000,31,9,5
0.000000,0.000000,32,0,5
0.000000,0.000000,32,1,5
0.000000,0.000000,32,2,5
0.000000,0.000000,32,3,5
0.000000,0.000000,32,4,5
0.000000,0.000000,32,5,5
0.000000,0.000000,32,6,5
0.000000,0.000000,32,7,5
0.000000,0.000000,32,8,5
0.000000,0.000000,32,9,5
0.000000,0.010000,32,0,5
0.000000,0.010000,32,1,5
0.000000,0.010000,32,2,5
0.000000,0.010000,32,3,5
0.000000,0.010000,32,4,5
0.000000,0.010000,32,5,5
0.000000,0.010000,32,6,5
0.000000,0.010000,32,7,5
0.000000,0.010000,32,8,5
0.000000,0.010000,32,9,5
0.000000,0.020000,32,0,5
0.000000,0.020000,32,1,5
0.000000,0.020000,32,2,5
0.000000,0.020000,32,3,5
0.000000,0.020000,32,4,5
0.000000,0.020000,32,5,5
0.000000,0.020000,32,6,5
0.000000,0.020000,32,7,5
0.000000,0.020000,32,8,5
0.000000,0.020000,32,9,5
0.000000,0.030000,32,0,5
0.000000,0.030000,32,1,5
0.000000,0.030000,32,2,5
0.000000,0.030000,32,3,5
0.000000,0.030000,32,4,5
0.000000,0.030000,32,5,5
0.000000,0.030000,32,6,5
0.000000,0.030000,32,7,5
0.000000,0.030000,32,8,5
0.000000,0.030000,32,9,5
0.000000,0.040000,32,0,5
0.000000,0.040000,32,1,5
0.000000,0.040000,32,2,5
0.000000,0.040000,32,3,5
0.000000,0.040000,32,4,5
0.000000,0.040000,32,5,5
0.000000,0.040000,32,6,5
0.000000,0.040000,32,7,5
0.000000,0.040000,32,8,5
0.000000,0.040000,32,9,5
0.000000,0.050000,32,0,5
0.000000,0.050000,32,1,5
0.000000,0.050000,32,2,5
0.000000,0.050000,32,3,5
0.000000,0.050000,32,4,5
0.000000,0.050000,32,5,5
0.000000,0.050000,32,6,5
0.000000,0.050000,32,7,5
0.000000,0.050000,32,8,5
0.000000,0.050000,32,9,5
0.000000,0.060000,32,0,5
0.000000,0.060000,32,1,5
0.000000,0.060000,32,2,5
0.000000,0.060000,32,3,5
0.000000,0.060000,32,4,5
0.000000,0.060000,32,5,5
0.000000,0.060000,32,6,5
0.000000,0.060000,32,7,5
0.000000,0.060000,32,8,5
0.000000,0.060000,32,9,5
0.000000,0.070000,32,0,5
0.000000,0.070000,32,1,5
0.000000,0.070000,32,2,5
0.000000,0.070000,32,3,5
0.000000,0.070000,32,4,5
0.000000,0.070000,32,5,5
0.000000,0.070000,32,6,5
0.000000,0.070000,32,7,5
0.000000,0.070000,32,8,5
0.000000,0.070000,32,9,5
0.000000,0.080000,32,0,5
0.000000,0.080000,32,1,5
0.000000,0.080000,32,2,5
0.000000,0.080000,32,3,5
0.000000,0.080000,32,4,5
0.000000,0.080000,32,5,5
0.000000,0.080000,32,6,5
0.000000,0.080000,32,7,5
0.000000,0.080000,32,8,5
0.000000,0.080000,32,9,5
0.000000,0.090000,32,0,5
0.000000,0.090000,32,1,5
0.000000,0.090000,32,2,5
0.000000,0.090000,32,3,5
0.000000,0.090000,32,4,5
0.000000,0.090000,32,5,5
0.000000,0.090000,32,6,5
0.000000,0.090000,32,7,5
0.000000,0.090000,32,8,5
0.000000,0.090000,32,9,5
0.000000,0.100000,32,0,5
0.000000,0.100000,32,1,5
0.000000,0.100000,32,2,5
0.000000,0.100000,32,3,5
0.000000,0.100000,32,4,5
0.000000,0.100000,32,5,5
0.000000,0.100000,32,6,5
0.000000,0.100000,32,7,5
0.000000,0.100000,32,8,5
0.000000,0.100000,32,9,5
0.000000,0.110000,32,0,5
0.000000,0.110000,32,1,5
0.000000,0.110000,32,2,5
0.000000,0.110000,32,3,5
0.000000,0.110000,32,4,5
0.000000,0.110000,32,5,5
0.000000,0.110000,32,6,5
0.000000,0.110000,32,7,5
0.000000,0.110000,32,8,5
0.000000,0.110000,32,9,5
0.000000,0.120000,32,0,5
0.000000,0.120000,32,1,5
0.000000,0.120000,32,2,5
0.000000,0.120000,32,3,5
0.000000,0.120000,32,4,5
0.000000,0.120000,32,5,5
0.000000,0.120000,32,6,5
0.000000,0.120000,32,7,5
0.000000,0.120000,32,8,5
0.000000,0.120000,32,9,5
0.000000,0.130000,32,0,5
0.000000,0.130000,32,1,5
0.000000,0.130000,32,2,5
0.000000,0.130000,32,3,5
0.000000,0.130000,32,4,5
0.000000,0.130000,32,5,5
0.000000,0.130000,32,6,5
0.000000,0.130000,32,7,5
0.000000,0.130000,32,8,5
0.000000,0.130000,32,9,5
0.000000,0.140000,32,0,5
0.000000,0.140000,32,1,5
0.000000,0.140000,32,2,5
0.000000,0.140000,32,3,5
0.000000,0.140000,32,4,5
0.000000,0.140000,32,5,5
0.000000,0.140000,32,6,5
0.000000,0.140000,32,7,5
0.000000,0.140000,32,8,5
0.000000,0.140000,32,9,5
0.000000,0.150000,32,0,5
0.000000,0.150000,32,1,5
0.000000,0.150000,32,2,5
0.000000,0.150000,32,3,5
0.000000,0.150000,32,4,5
0.000000,0.150000,32,5,5
0.000000,0.150000,32,6,5
0.000000,0.150000,32,7,5
0.000000,0.150000,32,8,5
0.000000,0.150000,32,9,5
0.000000,0.160000,32,0,5
0.000000,0.160000,32,1,5
0.000000,0.160000,32,2,5
0.000000,0.160000,32,3,5
0.000000,0.160000,32,4,5
0.000000,0.160000,32,5,5
0.000000,0.160000,32,6,5
0.000000,0.160000,32,7,5
0.000000,0.160000,32,8,5
0.000000,0.160000,32,9,5
0.000000,0.170000,32,0,5
0.000000,0.170000,32,1,5
0.000000,0.170000,32,2,5
0.000000,0.170000,32,3,5
0.000000,0.170000,32,4,5
0.000000,0.170000,32,5,5
0.000000,0.170000,32,6,5
0.000000,0.170000,32,7,5
0.000000,0.170000,32,8,5
0.000000,0.170000,32,9,5
0.000000,0.180000,32,0,5
0.000000,0.180000,32,1,5
0.000000,0.180000,32,2,5
0.000000,0.180000,32,3,5
0.000000,0.180000,32,4,5
0.000000,0.180000,32,5,5
0.000000,0.180000,32,6,5
0.000000,0.180000,32,7,5
0.000000,0.180000,32,8,5
0.000000,0.180000,32,9,5
0.000000,0.190000,32,0,5
0.000000,0.190000,32,1,5
0.000000,0.190000,32,2,5
0.000000,0.190000,32,3,5
0.000000,0.190000,32,4,5
0.000000,0.190000,32,5,5
0.000000,0.190000,32,6,5
0.000000,0.190000,32,7,5
0.000000,0.190000,32,8,5
0.000000,0.190000,32,9,5
0.000000,0.200000,32,0,5
0.000000,0.200000,32,1,5
0.000000,0.200000,32,2,5
0.000000,0.200000,32,3,5
0.000000,0.200000,32,4,5
0.000000,0.200000,32,5,5
0.000000,0.200000,32,6,5
0.000000,0.200000,32,7,5
0.000000,0.200000,32,8,5
0.000000,0.200000,32,9,5
0.000000,0.210000,32,0,5
0.000000,0.210000,32,1,5
0.000000,0.210000,32,2,5
0.000000,0.210000,32,3,5
0.000000,0.210000,32,4,5
0.000000,0.210000,32,5,5
0.000000,0.210000,32,6,5
0.000000,0.210000,32,7,5
0.000000,0.210000,32,8,5
0.000000,0.210000,32,9,5
0.000000,0.220000,32,0,5
0.000000,0.220000,32,1,5
0.000000,0.220000,32,2,5
0.000000,0.220000,32,3,5
0.000000,0.220000,32,4,5
0.000000,0.220000,32,5,5
0.000000,0.220000,32,6,5
0.000000,0.220000,32,7,5
0.000000,0.220000,32,8,5
0.000000,0.220000,32,9,5
0.000000,0.230000,32,0,5
0.000000,0.230000,32,1,5
0.000000,0.230000,32,2,5
0.000000,0.230000,32,3,5
0.000000,0.230000,32,4,5
0.000000,0.230000,32,5,5
0.000000,0.230000,32,6,5
0.000000,0.230000,32,7,5
0.000000,0.230000,32,8,5
0.000000,0.230000,32,9,5
0.000000,0.240000,32,0,5
0.000000,0.240000,32,1,5
0.000000,0.240000,32,2,5
0.000000,0.240000,32,3,5
0.000000,0.240000,32,4,5
0.000000,0.240000,32,5,5
0.000000,0.240000,32,6,5
0.000000,0.240000,32,7,5
0.000000,0.240000,32,8,5
0.000000,0.240000,32,9,5
0.000000,0.250000,32,0,5
0.000000,0.250000,32,1,5
0.000000,0.250000,32,2,5
0.000000,0.250000,32,3,5
0.000000,0.250000,32,4,5
0.000000,0.250000,32,5,5
0.000000,0.250000,32,6,5
0.000000,0.250000,32,7,5
0.000000,0.250000,32,8,5
0.000000,0.250000,32,9,5
0.000000,0.260000,32,0,5
0.000000,0.260000,32,1,5
0.000000,0.260000,32,2,5
0.000000,0.260000,32,3,5
0.000000,0.260000,32,4,5
0.000000,0.260000,32,5,5
0.000000,0.260000,32,6,5
0.000000,0.260000,32,7,5
0.000000,0.260000,32,8,5
0.000000,0.260000,32,9,5
0.000000,0.270000,32,0,5
0.000000,0.270000,32,1,5
0.000000,0.270000,32,2,5
0.000000,0.270000,32,3,5
0.000000,0.270000,32,4,5
0.000000,0.270000,32,5,5
0.000000,0.270000,32,6,5
0.000000,0.270000,32,7,5
0.000000,0.270000,32,8,5
0.000000,0.270000,32,9,5
0.000000,0.280000,32,0,5
0.000000,0.280000,32,1,5
0.000000,0.280000,32,2,5
0.000000,0.280000,32,3,5
0.000000,0.280000,32,4,5
0.000000,0.280000,32,5,5
0.000000,0.280000,32,6,5
0.000000,0.280000,32,7,5
0.000000,0.280000,32,8,5
0.000000,0.280000,32,9,5
0.000000,0.290000,32,0,5
0.000000,0.290000,32,1,5
0.000000,0.290000,32,2,5
0.000000,0.290000,32,3,5
0.000000,0.290000,32,4,5
0.000000,0.290000,32,5,5
0.000000,0.290000,32,6,5
0.000000,0.290000,32,7,5
0.000000,0.290000,32,8,5
0.000000,0.290000,32,9,5
0.000000,0.300000,32,0,5
0.000000,0.300000,32,1,5
0.000000,0.300000,32,2,5
0.000000,0.300000,32,3,5
0.000000,0.300000,32,4,5
0.000000,0.300000,32,5,5
0.000000,0.300000,32,6,5
0.000000,0.300000,32,7,5
0.000000,0.300000,32,8,5
0.000000,0.300000,32,9,5
0.000000,0.310000,32,0,5
0.000000,0.310000,32,1,5
0.000000,0.310000,32,2,5
0.000000,0.310000,32,3,5
0.000000,0.310000,32,4,5
0.000000,0.310000,32,5,5
0.000000,0.310000,32,6,5
0.000000,0.310000,32,7,5
0.000000,0.310000,32,8,5
0.000000,0.310000,32,9,5
0.000000,0.320000,32,0,5
0.000000,0.320000,32,1,5
0.000000,0.320000,32,2,5
0.000000,0.320000,32,3,5
0.000000,0.320000,32,4,5
0.000000,0.320000,32,5,5
0.000000,0.320000,32,6,5
0.000000,0.320000,32,7,5
0.000000,0.320000,32,8,5
0.000000,0.320000,32,9,5
0.000000,0.330000,32,0,5
0.000000,0.330000,32,1,5
0.000000,0.330000,32,2,5
0.000000,0.330000,32,3,5
0.000000,0.330000,32,4,5
0.000000,0.330000,32,5,5
0.000000,0.330000,32,6,5
0.000000,0.330000,32,7,5
0.000000,0.330000,32,8,5
0.000000,0.330000,32,9,5
0.000000,0.340000,32,0,5
0.000000,0.340000,32,1,5
0.000000,0.340000,32,2,5
0.000000,0.340000,32,3,5
0.000000,0.340000,32,4,5
0.000000,0.340000,32,5,5
0.000000,0.340000,32,6,5
0.000000,0.340000,32,7,5
0.000000,0.340000,32,8,5
0.000000,0.340000,32,9,5
0.000000,0.350000,32,0,5
0.000000,0.350000,32,1,5
0.000000,0.350000,32,2,5
0.000000,0.350000,32,3,5
0.000000,0.350000,32,4,5
0.000000,0.350000,32,5,5
0.000000,0.350000,32,6,5
0.000000,0.350000,32,7,5
0.000000,0.350000,32,8,5
0.000000,0.350000,32,9,5
0.000000,0.360000,32,0,5
0.000000,0.360000,32,1,5
0.000000,0.360000,32,2,5
0.000000,0.360000,32,3,5
0.000000,0.360000,32,4,5
0.000000,0.360000,32,5,5
0.000000,0.360000,32,6,5
0.000000,0.360000,32,7,5
0.000000,0.360000,32,8,5
0.000000,0.360000,32,9,5
0.000000,0.370000,32,0,5
0.000000,0.370000,32,1,5
0.000000,0.370000,32,2,5
0.000000,0.370000,32,3,5
0.000000,0.370000,32,4,5
0.000000,0.370000,32,5,5
0.000000,0.370000,32,6,5
0.000000,0.370000,32,7,5
0.000000,0.370000,32,8,5
0.000000,0.370000,32,9,5
0.000000,0.380000,32,0,5
0.000000,0.380000,32,1,5
0.000000,0.380000,32,2,5
0.000000,0.380000,32,3,5
0.000000,0.380000,32,4,5
0.000000,0.380000,32,5,5
0.000000,0.380000,32,6,5
0.000000,0.380000,32,7,5
0.000000,0.380000,32,8,5
0.000000,0.380000,32,9,5
0.000000,0.390000,32,0,5
0.000000,0.390000,32,1,5
0.000000,0.390000,32,2,5
0.000000,0.390000,32,3,5
0.000000,0.390000,32,4,5
0.000000,0.390000,32,5,5
0.000000,0.390000,32,6,5
0.000000,0.390000,32,7,5
0.000000,0.390000,32,8,5
0.000000,0.390000,32,9,5
0.000000,0.400000,32,0,5
0.000000,0.400000,32,1,5
0.000000,0.400000,32,2,5
0.000000,0.400000,32,3,5
0.000000,0.400000,32,4,5
0.000000,0.400000,32,5,5
0.000000,0.400000,32,6,5
0.000000,0.400000,32,7,5
0.000000,0.400000,32,8,5
0.000000,0.400000,32,9,5
0.000000,0.410000,32,0,5
0.000000,0.410000,32,1,5
0.000000,0.410000,32,2,5
0.000000,0.410000,32,3,5
0.000000,0.410000,32,4,5
0.000000,0.410000,32,5,5
0.000000,0.410000,32,6,5
0.000000,0.410000,32,7,5
0.000000,0.410000,32,8,5
0.000000,0.410000,32,9,5
0.000000,0.420000,32,0,5
0.000000,0.420000,32,1,5
0.000000,0.420000,32,2,5
0.000000,0.420000,32,3,5
0.000000,0.420000,32,4,5
0.000000,0.420000,32,5,5
0.000000,0.420000,32,6,5
0.000000,0.420000,32,7,5
0.000000,0.420000,32,8,5
0.000000,0.420000,32,9,5
0.000000,0.430000,32,0,5
0.000000,0.430000,32,1,5
0.000000,0.430000,32,2,5
0.000000,0.430000,32,3,5
0.000000,0.430000,32,4,5
0.000000,0.430000,32,5,5
0.000000,0.430000,32,6,5
0.000000,0.430000,32,7,5
0.000000,0.430000,32,8,5
0.000000,0.430000,32,9,5
0.000000,0.440000,32,0,5
0.000000,0.440000,32,1,5
0.000000,0.440000,32,2,5
0.000000,0.440000,32,3,5
0.000000,0.440000,32,4,5
0.000000,0.440000,32,5,5
0.000000,0.440000,32,6,5
0.000000,0.440000,32,7,5
0.000000,0.440000,32,8,5
0.000000,0.440000,32,9,5
0.000000,0.450000,32,0,5
0.000000,0.450000,32,1,5
0.000000,0.450000,32,2,5
0.000000,0.450000,32,3,5
0.000000,0.450000,32,4,5
0.000000,0.450000,32,5,5
0.000000,0.450000,32,6,5
0.000000,0.450000,32,7,5
0.000000,0.450000,32,8,5
0.000000,0.450000,32,9,5
0.000000,0.460000,32,0,5
0.000000,0.460000,32,1,5
0.000000,0.460000,32,2,5
0.000000,0.460000,32,3,5
0.000000,0.460000,32,4,5
0.000000,0.460000,32,5,5
0.000000,0.460000,32,6,5
0.000000,0.460000,32,7,5
0.000000,0.460000,32,8,5
0.000000,0.460000,32,9,5
0.000000,0.470000,32,0,5
0.000000,0.470000,32,1,5
0.000000,0.470000,32,2,5
0.000000,0.470000,32,3,5
0.000000,0.470000,32,4,5
0.000000,0.470000,32,5,5
0.000000,0.470000,32,6,5
0.000000,0.470000,32,7,5
0.000000,0.470000,32,8,5
0.000000,0.470000,32,9,5
0.000000,0.480000,32,0,5
0.000000,0.480000,32,1,5
0.000000,0.480000,32,2,5
0.000000,0.480000,32,3,5
0.000000,0.480000,32,4,5
0.000000,0.480000,32,5,5
0.000000,0.480000,32,6,5
0.000000,0.480000,32,7,5
0.000000,0.480000,32,8,5
0.000000,0.480000,32,9,5
0.000000,0.490000,32,0,5
0.000000,0.490000,32,1,5
0.000000,0.490000,32,2,5
0.000000,0.490000,32,3,5
0.000000,0.490000,32,4,5
0.000000,0.490000,32,5,5
0.000000,0.490000,32,6,5
0.000000,0.490000,32,7,5
0.000000,0.490000,32,8,5
0.000000,0.490000,32,9,5
0.000000,0.500000,32,0,5
0.000000,0.500000,32,1,5
0.000000,0.500000,32,2,5
0.000000,0.500000,32,3,5
0.000000,0.500000,32,4,5
0.000000,0.500000,32,5,5
0.000000,0.500000,32,6,5
0.000000,0.500000,32,7,5
0.000000,0.500000,32,8,5
0.000000,0.500000,32,9,5
0.000000,0.510000,32,0,5
0.000000,0.510000,32,1,5
0.000000,0.510000,32,2,5
0.000000,0.510000,32,3,5
0.000000,0.510000,32,4,5
0.000000,0.510000,32,5,5
0.000000,0.510000,32,6,5
0.000000,0.510000,32,7,5
0.000000,0.510000,32,8,5
0.000000,0.510000,32,9,5
0.000000,0.520000,32,0,5
0.000000,0.520000,32,1,5
0.000000,0.520000,32,2,5
0.000000,0.520000,32,3,5
0.000000,0.520000,32,4,5
0.000000,0.520000,32,5,5
0.000000,0.520000,32,6,5
0.000000,0.520000,32,7,5
0.000000,0.520000,32,8,5
0.000000,0.520000,32,9,5
0.000000,0.530000,32,0,5
0.000000,0.530000,32,1,5
0.000000,0.530000,32,2,5
0.000000,0.530000,32,3,5
0.000000,0.530000,32,4,5
0.000000,0.530000,32,5,5
0.000000,0.530000,32,6,5
0.000000,0.530000,32,7,5
0.000000,0.530000,32,8,5
0.000000,0.530000,32,9,5
0.000000,0.540000,32,0,5
0.000000,0.540000,32,1,5
0.000000,0.540000,32,2,5
0.000000,0.540000,32,3,5
0.000000,0.540000,32,4,5
0.000000,0.540000,32,5,5
0.000000,0.540000,32,6,5
0.000000,0.540000,32,7,5
0.000000,0.540000,32,8,5
0.000000,0.540000,32,9,5
0.000000,0.550000,32,0,5
0.000000,0.550000,32,1,5
0.000000,0.550000,32,2,5
0.000000,0.550000,32,3,5
0.000000,0.550000,32,4,5
0.000000,0.550000,32,5,5
0.000000,0.550000,32,6,5
0.000000,0.550000,32,7,5
0.000000,0.550000,32,8,5
0.000000,0.550000,32,9,5
0.000000,0.560000,32,0,5
0.000000,0.560000,32,1,5
0.000000,0.560000,32,2,5
0.000000,0.560000,32,3,5
0.000000,0.560000,32,4,5
0.000000,0.560000,32,5,5
0.000000,0.560000,32,6,5
0.000000,0.560000,32,7,5
0.000000,0.560000,32,8,5
0.000000,0.560000,32,9,5
0.000000,0.570000,32,0,5
0.000000,0.570000,32,1,5
0.000000,0.570000,32,2,5
0.000000,0.570000,32,3,5
0.000000,0.570000,32,4,5
0.000000,0.570000,32,5,5
0.000000,0.570000,32,6,5
0.000000,0.570000,32,7,5
0.000000,0.570000,32,8,5
0.000000,0.570000,32,9,5
0.000000,0.580000,32,0,5
0.000000,0.580000,32,1,5
0.000000,0.580000,32,2,5
0.000000,0.580000,32,3,5
0.000000,0.580000,32,4,5
0.000000,0.580000,32,5,5
0.000000,0.580000,32,6,5
0.000000,0.580000,32,7,5
0.000000,0.580000,32,8,5
0.000000,0.580000,32,9,5
0.000000,0.590000,32,0,5
0.000000,0.590000,32,1,5
0.000000,0.590000,32,2,5
0.000000,0.590000,32,3,5
0.000000,0.590000,32,4,5
0.000000,0.590000,32,5,5
0.000000,0.590000,32,6,5
0.000000,0.590000,32,7,5
0.000000,0.590000,32,8,5
0.000000,0.590000,32,9,5
0.000000,0.600000,32,0,5
0.000000,0.600000,32,1,5
0.000000,0.600000,32,2,5
0.000000,0.600000,32,3,5
0.000000,0.600000,32,4,5
0.000000,0.600000,32,5,5
0.000000,0.600000,32,6,5
0.000000,0.600000,32,7,5
0.000000,0.600000,32,8,5
0.000000,0.600000,32,9,5
0.000000,0.610000,32,0,5
0.000000,0.610000,32,1,5
0.000000,0.610000,32,2,5
0.000000,0.610000,32,3,5
0.000000,0.610000,32,4,5
0.000000,0.610000,32,5,5
0.000000,0.610000,32,6,5
0.000000,0.610000,32,7,5
0.000000,0.610000,32,8,5
0.000000,0.610000,32,9,5
0.000000,0.620000,32,0,5
0.000000,0.620000,32,1,5
0.000000,0.620000,32,2,5
0.000000,0.620000,32,3,5
0.000000,0.620000,32,4,5
0.000000,0.620000,32,5,5
0.000000,0.620000,32,6,5
0.000000,0.620000,32,7,5
0.000000,0.620000,32,8,5
0.000000,0.620000,32,9,5
0.000000,0.630000,32,0,5
0.000000,0.630000,32,1,5
0.000000,0.630000,32,2,5
0.000000,0.630000,32,3,5
